anime_id,Name,Score,Genres,Type,Episodes,Aired,Source,Rank,Popularity,Members
1,Cowboy Bebop,8.75,"Action, Award Winning, Sci-Fi",TV,26,"Apr 3, 1998 to Apr 24, 1999",Original,41,43,1771505
5,Cowboy Bebop: Tengoku no Tobira,8.38,"Action, Sci-Fi",Movie,1,"Sep 1, 2001",Original,189,602,360978
6,Trigun,8.22,"Action, Adventure, Sci-Fi",TV,26,"Apr 1, 1998 to Sep 30, 1998",Manga,328,246,727252
7,Witch Hunter Robin,7.25,"Action, Drama, Mystery, Supernatural",TV,26,"Jul 3, 2002 to Dec 25, 2002",Original,2764,1795,111931
8,Bouken Ou Beet,6.94,"Adventure, Fantasy, Supernatural",TV,52,"Sep 30, 2004 to Sep 29, 2005",Manga,4240,5126,15001
15,Eyeshield 21,7.92,Sports,TV,145,"Apr 6, 2005 to Mar 19, 2008",Manga,688,1252,177688
16,Hachimitsu to Clover,8,"Comedy, Drama, Romance",TV,24,"Apr 15, 2005 to Sep 27, 2005",Manga,589,862,260166
17,Hungry Heart: Wild Striker,7.55,"Comedy, Slice of Life, Sports",TV,52,"Sep 11, 2002 to Sep 10, 2003",Manga,1551,4212,24172
18,Initial D Fourth Stage,8.16,"Action, Drama",TV,24,"Apr 17, 2004 to Feb 18, 2006",Manga,393,1273,173710
19,Monster,8.87,"Drama, Mystery, Suspense",TV,74,"Apr 7, 2004 to Sep 28, 2005",Manga,26,142,1013100
20,Naruto,7.99,"Action, Adventure, Fantasy",TV,220,"Oct 3, 2002 to Feb 8, 2007",Manga,599,8,2717330
21,One Piece,8.69,"Action, Adventure, Fantasy",TV,1016,"Oct 20, 1999 to ?",Manga,55,20,2168904
22,Tennis no Ouji-sama,7.86,Sports,TV,178,"Oct 10, 2001 to Mar 23, 2005",Manga,805,1246,178273
23,Ring ni Kakero 1,6.39,"Action, Sports",TV,12,"Oct 6, 2004 to Dec 15, 2004",Manga,6943,8288,4581
24,School Rumble,7.89,"Comedy, Romance",TV,26,"Oct 5, 2004 to Mar 29, 2005",Manga,756,687,320203
25,Sunabouzu,7.38,"Action, Adventure, Comedy, Sci-Fi, Ecchi",TV,24,"Oct 6, 2004 to Mar 30, 2005",Manga,2167,1546,134894
26,Texhnolyze,7.76,"Action, Drama, Sci-Fi",TV,22,"Apr 17, 2003 to Sep 25, 2003",Original,990,935,239423
27,Trinity Blood,7.29,"Action, Supernatural",TV,24,"Apr 29, 2005 to Oct 28, 2005",Light novel,2591,1233,179583
28,Yakitate!! Japan,7.91,"Comedy, Gourmet",TV,69,"Oct 12, 2004 to Mar 14, 2006",Manga,704,1992,95380
29,Zipang,7.48,"Action, Drama, Sci-Fi",TV,26,"Oct 8, 2004 to Apr 1, 2005",Manga,1778,4430,21391
30,Neon Genesis Evangelion,8.35,"Action, Avant Garde, Award Winning, Drama, Sci-Fi, Suspense",TV,26,"Oct 4, 1995 to Mar 27, 1996",Original,204,45,1718019
31,Neon Genesis Evangelion: Death & Rebirth,7.46,"Drama, Sci-Fi",Movie,1,"Mar 15, 1997",Original,1855,889,251617
32,Neon Genesis Evangelion: The End of Evangelion,8.55,"Avant Garde, Drama, Sci-Fi",Movie,1,"Jul 19, 1997",Original,98,177,879361
33,Kenpuu Denki Berserk,8.56,"Action, Adventure, Drama, Fantasy, Horror",TV,25,"Oct 8, 1997 to Apr 1, 1998",Manga,96,325,608800
43,Koukaku Kidoutai,8.27,"Action, Award Winning, Mystery, Sci-Fi, Suspense",Movie,1,"Nov 18, 1995",Manga,276,329,604276
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,8.71,"Action, Drama, Romance",OVA,4,"Feb 20, 1999 to Sep 22, 1999",Manga,48,834,268621
45,Rurouni Kenshin: Meiji Kenkaku Romantan,8.29,"Action, Adventure, Comedy, Romance",TV,94,"Jan 10, 1996 to Sep 8, 1998",Manga,249,432,477389
46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,7.55,Drama,Movie,1,"Dec 20, 1997",Manga,1567,2885,50732
47,Akira,8.16,"Action, Adventure, Horror, Sci-Fi, Supernatural",Movie,1,"Jul 16, 1988",Manga,389,208,804581
48,.hack//Sign,6.95,"Adventure, Fantasy, Mystery",TV,26,"Apr 4, 2002 to Sep 26, 2002",Original,4172,1243,178659
49,Aa! Megami-sama!,7.29,"Comedy, Romance, Supernatural",OVA,5,"Feb 21, 1993 to May 17, 1994",Manga,2542,2832,52627
50,Aa! Megami-sama! (TV),7.32,"Comedy, Romance, Supernatural",TV,24,"Jan 7, 2005 to Jul 8, 2005",Manga,2407,1392,155745
51,Tenshi Kinryouku,6.27,"Action, Drama, Romance, Supernatural",OVA,3,"May 25, 2000 to Aug 25, 2000",Manga,7564,2958,48258
52,Kidou Tenshi Angelic Layer,7.26,"Award Winning, Comedy, Drama, Sci-Fi, Sports",TV,26,"Apr 1, 2001 to Sep 23, 2001",Manga,2727,2707,57259
53,Ai Yori Aoshi,7.11,"Comedy, Drama, Romance",TV,24,"Apr 11, 2002 to Sep 26, 2002",Manga,3471,1839,108460
54,Appleseed (Movie),7.06,"Action, Drama, Sci-Fi",Movie,1,"Apr 17, 2004",Manga,3723,2370,72186
55,Arc the Lad,6.51,"Action, Adventure, Fantasy, Horror, Sci-Fi",TV,26,"Apr 5, 1999 to Oct 11, 1999",Game,6294,5012,16013
56,Avenger,5.86,"Adventure, Fantasy, Sci-Fi",TV,13,"Oct 2, 2003 to Dec 25, 2003",Original,9454,4856,17396
57,Beck,8.29,"Comedy, Drama, Slice of Life",TV,26,"Oct 7, 2004 to Mar 31, 2005",Manga,252,669,327015
58,Blue Gender,7.03,"Adventure, Drama, Horror, Romance, Sci-Fi",TV,26,"Oct 8, 1999 to Mar 31, 2000",Original,3873,2256,78193
59,Chobits,7.4,"Comedy, Drama, Romance, Sci-Fi, Ecchi",TV,26,"Apr 3, 2002 to Sep 25, 2002",Manga,2080,441,469408
60,Chrno Crusade,7.62,"Action, Romance, Supernatural",TV,24,"Nov 25, 2003 to Jun 10, 2004",Manga,1322,1010,221814
61,D.N.Angel,7.17,"Action, Comedy, Fantasy, Romance",TV,26,"Apr 3, 2003 to Sep 25, 2003",Manga,3180,1211,182259
62,D.C.: Da Capo,6.72,"Drama, Romance",TV,26,"Jul 5, 2003 to Dec 27, 2003",Visual novel,5215,2320,74844
63,DearS,6.56,"Comedy, Romance, Sci-Fi, Ecchi",TV,12,"Jul 11, 2004 to Sep 26, 2004",Manga,6027,1460,145533
64,Rozen Maiden,7.41,"Action, Comedy, Drama",TV,12,"Oct 8, 2004 to Dec 24, 2004",Manga,2053,1120,199570
65,Rozen Maiden: Träumend,7.62,"Action, Comedy, Drama",TV,12,"Oct 21, 2005 to Jan 27, 2006",Manga,1340,1898,102972
66,Azumanga Daiou The Animation,7.99,"Comedy, Slice of Life",TV,26,"Apr 9, 2002 to Oct 1, 2002",4-koma manga,603,668,327945
67,Basilisk: Kouga Ninpou Chou,7.55,"Action, Drama, Romance",TV,24,"Apr 13, 2005 to Sep 21, 2005",Manga,1539,1213,182074
68,Black Cat (TV),7.33,"Action, Adventure, Sci-Fi",TV,23,"Oct 7, 2005 to Mar 31, 2006",Manga,2389,846,264622
69,Cluster Edge,6.31,"Action, Fantasy, Sci-Fi",TV,25,"Oct 5, 2005 to Mar 29, 2006",Original,7357,5917,10561
71,Full Metal Panic!,7.61,"Action, Comedy, Sci-Fi",TV,24,"Jan 8, 2002 to Jun 18, 2002",Light novel,1356,422,482069
72,Full Metal Panic? Fumoffu,8.03,"Action, Comedy",TV,12,"Aug 26, 2003 to Nov 18, 2003",Light novel,548,769,289064
73,Full Metal Panic! The Second Raid,7.93,Action,TV,13,"Jul 14, 2005 to Oct 20, 2005",Light novel,682,878,255279
74,Gakuen Alice,7.64,"Comedy, Fantasy",TV,26,"Oct 30, 2004 to May 14, 2005",Manga,1276,1975,97186
75,Soukyuu no Fafner: Dead Aggressor,7.26,"Action, Drama, Sci-Fi",TV,25,"Jul 5, 2004 to Dec 27, 2004",Original,2751,3000,47077
76,Mahou Shoujo Lyrical Nanoha,7.41,"Action, Comedy, Drama",TV,13,"Oct 3, 2004 to Dec 26, 2004",Original,2044,1921,101048
77,Mahou Shoujo Lyrical Nanoha A's,7.97,"Action, Comedy, Drama",TV,13,"Oct 2, 2005 to Dec 25, 2005",Original,622,2555,63640
79,Shuffle!,7.03,"Comedy, Drama, Fantasy, Romance, Ecchi",TV,24,"Jul 8, 2005 to Jan 6, 2006",Visual novel,3854,820,273378
80,Kidou Senshi Gundam,7.76,"Action, Drama, Sci-Fi",TV,43,"Apr 7, 1979 to Jan 26, 1980",Original,1005,1632,126804
81,Kidou Senshi Gundam: Dai 08 MS Shoutai,8.01,"Adventure, Drama, Romance, Sci-Fi",OVA,12,"Jan 25, 1996 to Jul 25, 1999",Original,571,2231,79682
82,Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,7.96,"Drama, Sci-Fi",OVA,6,"Mar 25, 1989 to Aug 25, 1989",Original,630,2718,56839
83,Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report,6.76,"Drama, Romance, Sci-Fi",Movie,1,"Aug 1, 1998",Original,5014,5384,13284
84,Kidou Senshi Gundam 0083: Stardust Memory,7.24,"Adventure, Drama, Romance, Sci-Fi",OVA,13,"May 23, 1991 to Sep 24, 1992",Original,2801,3173,42580
85,Kidou Senshi Zeta Gundam,7.9,"Drama, Romance, Sci-Fi",TV,50,"Mar 2, 1985 to Feb 22, 1986",Original,719,2401,70651
86,Kidou Senshi Gundam ZZ,6.68,"Comedy, Drama, Sci-Fi",TV,47,"Mar 1, 1986 to Jan 31, 1987",Original,5437,3254,40669
87,Kidou Senshi Gundam: Gyakushuu no Char,7.66,"Drama, Sci-Fi",Movie,1,"Mar 12, 1988",Novel,1225,3005,46928
88,Kidou Senshi Gundam F91,6.62,"Drama, Sci-Fi",Movie,1,"Mar 16, 1991",Original,5740,3771,30560
89,Kidou Senshi Victory Gundam,6.77,"Drama, Sci-Fi",TV,51,"Apr 2, 1993 to Mar 25, 1994",Original,4996,4037,26469
90,Shin Kidou Senki Gundam Wing,7.69,"Action, Drama, Sci-Fi",TV,49,"Apr 7, 1995 to Mar 29, 1996",Original,1168,1391,155744
91,Shin Kidou Senki Gundam Wing: Endless Waltz,7.74,"Action, Award Winning, Drama, Sci-Fi",OVA,3,"Jan 25, 1997 to Jul 25, 1997",Original,1050,2996,47208
92,Kidou Shinseiki Gundam X,7.34,"Adventure, Drama, Sci-Fi",TV,39,"Apr 5, 1996 to Dec 28, 1996",Original,2330,3534,34851
93,Kidou Senshi Gundam SEED,7.75,"Action, Award Winning, Drama, Romance, Sci-Fi",TV,50,"Oct 5, 2002 to Sep 27, 2003",Original,1011,1330,164436
94,Kidou Senshi Gundam SEED Destiny,7.18,"Action, Drama, Romance, Sci-Fi",TV,50,"Oct 9, 2004 to Oct 1, 2005",Original,3122,1887,104048
95,Turn A Gundam,7.74,"Action, Adventure, Award Winning, Drama, Romance, Sci-Fi",TV,50,"Apr 9, 1999 to Apr 14, 2000",Original,1057,3041,45772
96,Kidou Butouden G Gundam,7.57,"Adventure, Comedy, Drama, Romance, Sci-Fi, Sports",TV,49,"Apr 1, 1994 to Mar 31, 1995",Original,1451,2483,66828
97,Last Exile,7.79,"Action, Adventure, Sci-Fi",TV,26,"Apr 8, 2003 to Sep 30, 2003",Original,943,1297,170062
98,Mai-HiME,7.42,"Action, Fantasy, Girls Love",TV,26,"Oct 1, 2004 to Apr 1, 2005",Original,1981,1781,113210
99,Mai-Otome,7.28,"Comedy, Drama, Fantasy",TV,26,"Oct 7, 2005 to Mar 31, 2006",Original,2631,2896,50454
100,Shin Shirayuki-hime Densetsu Prétear,7.16,"Comedy, Drama, Fantasy, Romance",TV,13,"Apr 4, 2001 to Jun 27, 2001",Manga,3271,2589,62156
101,Air,7.28,"Drama, Romance, Supernatural",TV,12,"Jan 7, 2005 to Mar 25, 2005",Visual novel,2603,761,292351
102,Aishiteruze Baby★★,7.44,"Comedy, Drama, Romance",TV,26,"Apr 3, 2004 to Oct 9, 2004",Manga,1895,1919,101134
103,Akazukin Chacha,7.49,"Adventure, Comedy, Fantasy, Romance",TV,74,"Jan 7, 1994 to Jun 30, 1995",Manga,1733,5140,14917
104,Ayashi no Ceres,7.18,"Adventure, Drama, Horror, Romance, Supernatural, Suspense",TV,24,"Apr 20, 2000 to Sep 28, 2000",Manga,3156,2628,60668
105,Boys Be...,6.4,"Comedy, Romance, Slice of Life",TV,13,"Apr 11, 2000 to Jul 4, 2000",Manga,6889,4306,22934
106,Hana yori Dango,7.61,"Drama, Romance",TV,51,"Sep 8, 1996 to Aug 31, 1997",Manga,1359,2643,59814
107,Ou Dorobou Jing,7.19,"Adventure, Comedy, Fantasy, Sci-Fi",TV,13,"May 15, 2002 to Aug 14, 2002",Manga,3109,3440,36942
108,Ou Dorobou Jing in Seventh Heaven,7.25,"Adventure, Comedy, Fantasy",OVA,3,"Jan 21, 2004 to Apr 28, 2004",Manga,2793,5457,12873
109,Bakuretsu Tenshi,6.79,"Adventure, Comedy, Sci-Fi",TV,24,"Apr 7, 2004 to Sep 15, 2004",Original,4892,2435,69227
110,Chuuka Ichiban!,7.58,"Action, Comedy, Drama, Gourmet",TV,52,"Apr 27, 1997 to Sep 13, 1998",Manga,1432,4649,19292
111,Corrector Yui,6.97,"Adventure, Comedy, Sci-Fi",TV,52,"Apr 9, 1999 to Oct 20, 2000",Original,4110,5031,15804
112,Chou Henshin Cosprayers,4.82,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Ecchi",TV,8,"Jan 13, 2004 to Mar 2, 2004",Original,12171,6433,8567
113,Uchuu no Stellvia,7.37,"Action, Romance, Sci-Fi",TV,26,"Apr 3, 2003 to Sep 25, 2003",Original,2176,4220,24116
114,Sakigake!! Cromartie Koukou,7.9,Comedy,TV,26,"Oct 3, 2003 to Mar 26, 2004",Manga,722,1549,134468
115,El Hazard: The Alternative World,6.79,"Adventure, Comedy, Fantasy",TV,13,"Jan 8, 1998 to Mar 26, 1998",Original,4906,5731,11370
116,El Hazard: The Wanderers,6.93,"Adventure, Comedy, Fantasy, Romance",TV,26,"Oct 6, 1995 to Mar 29, 1996",Original,4257,4846,17489
117,El Hazard: The Magnificent World,7.26,"Adventure, Comedy, Fantasy, Romance",OVA,7,"May 26, 1995 to Jan 25, 1996",Original,2720,4693,18867
118,El Hazard 2: The Magnificent World,6.78,"Adventure, Comedy, Fantasy",OVA,4,"Mar 21, 1997 to Oct 25, 1997",Original,4926,6314,9011
119,Final Approach,6.52,"Comedy, Drama, Romance",TV,13,"Oct 3, 2004 to Dec 26, 2004",Visual novel,6278,3525,35110
120,Fruits Basket,7.69,"Drama, Romance, Supernatural",TV,26,"Jul 5, 2001 to Dec 27, 2001",Manga,1174,389,524623
121,Fullmetal Alchemist,8.11,"Action, Adventure, Award Winning, Drama, Fantasy",TV,51,"Oct 4, 2003 to Oct 2, 2004",Manga,454,76,1426703
122,Full Moon wo Sagashite,7.94,"Comedy, Drama, Romance, Supernatural",TV,52,"Apr 6, 2002 to Mar 29, 2003",Manga,660,1860,106414
123,Fushigi Yuugi,7.61,"Adventure, Fantasy, Romance",TV,52,"Apr 6, 1995 to Mar 28, 1996",Manga,1357,1748,115885
124,Fushigi Yuugi: Eikouden,6.82,"Adventure, Drama, Fantasy, Romance",OVA,4,"Dec 21, 2001 to Jun 25, 2002",Manga,4776,4833,17611
125,Futakoi,6.44,"Comedy, Romance",TV,13,"Oct 6, 2004 to Dec 29, 2004",Original,6666,3540,34677
126,Futakoi Alternative,6.86,"Comedy, Drama, Romance",TV,13,"Apr 7, 2005 to Jun 30, 2005",Original,4571,3750,30944
127,Gate Keepers,6.92,"Action, Comedy, Fantasy, Sci-Fi",TV,24,"Apr 3, 2000 to Sep 18, 2000",Game,4314,4404,21786
128,Gate Keepers 21,6.74,"Action, Drama, Sci-Fi",OVA,6,"Apr 24, 2002 to Jan 8, 2003",Game,5125,5946,10417
129,Gensoumaden Saiyuuki,7.55,"Action, Adventure, Comedy, Drama, Supernatural",TV,50,"Apr 4, 2000 to Mar 27, 2001",Manga,1545,2791,53858
130,Saiyuuki Reload,7.37,"Action, Adventure, Comedy, Drama, Supernatural",TV,25,"Oct 2, 2003 to Mar 25, 2004",Manga,2211,3560,34249
131,Saiyuuki Reload Gunlock,7.37,"Action, Adventure, Comedy, Drama, Supernatural",TV,26,"Apr 2, 2004 to Sep 24, 2004",Manga,2211,4298,22999
132,GetBackers,7.58,"Action, Mystery, Supernatural",TV,49,"Oct 5, 2002 to Sep 20, 2003",Manga,1438,1703,119875
133,Green Green,6.15,"Comedy, Romance, Ecchi",TV,12,"Jul 13, 2003 to Sep 28, 2003",Visual novel,8102,1750,115548
134,Gunslinger Girl,7.39,"Action, Drama, Sci-Fi",TV,13,"Oct 9, 2003 to Feb 19, 2004",Manga,2127,1191,185016
135,Hikaru no Go,8.08,"Comedy, Drama, Supernatural",TV,75,"Oct 10, 2001 to Mar 26, 2003",Manga,491,1557,133599
136,Hunter x Hunter,8.41,"Action, Adventure, Fantasy",TV,62,"Oct 16, 1999 to Mar 31, 2001",Manga,170,357,564771
137,Hunter x Hunter: Original Video Animation,8.31,"Action, Adventure, Fantasy",OVA,8,"Jan 17, 2002 to Apr 17, 2002",Manga,239,1673,122636
138,Hunter x Hunter: Greed Island,8.18,"Action, Adventure, Fantasy",OVA,8,"Feb 5, 2003 to Apr 16, 2003",Manga,374,1429,150175
139,Hunter x Hunter: Greed Island Final,8.25,"Action, Adventure, Fantasy",OVA,14,"Mar 3, 2004 to Aug 18, 2004",Manga,298,1506,139464
141,Jinki:Extend,6.1,Sci-Fi,TV,12,"Jan 6, 2005 to Mar 24, 2005",Manga,8385,5723,11401
142,Kamikaze Kaitou Jeanne,7.46,"Action, Drama, Mystery, Romance, Supernatural",TV,44,"Feb 13, 1999 to Jan 29, 2000",Manga,1847,2764,54889
143,Kannazuki no Miko,6.81,"Drama, Girls Love, Romance, Supernatural",TV,12,"Oct 2, 2004 to Dec 18, 2004",Manga,4801,2436,69192
144,Kanon,7.07,"Drama, Romance, Supernatural",TV,13,"Jan 31, 2002 to Mar 28, 2002",Visual novel,3669,2542,64293
145,Kareshi Kanojo no Jijou,7.59,"Comedy, Drama, Romance",TV,26,"Oct 2, 1998 to Mar 26, 1999",Manga,1402,1023,220497
146,Kono Minikuku mo Utsukushii Sekai,6.71,"Comedy, Drama, Romance, Sci-Fi, Ecchi",TV,12,"Apr 2, 2004 to Jun 18, 2004",Original,5291,2647,59737
147,Kimi ga Nozomu Eien,7.18,"Drama, Romance",TV,14,"Oct 5, 2003 to Jan 4, 2004",Visual novel,3122,1511,139156
148,Kita e.: Diamond Dust Drops,6.56,"Drama, Romance",TV,12,"Jan 20, 2004 to Apr 5, 2004",Visual novel,6039,6300,9050
149,Loveless,6.76,"Action, Boys Love, Drama, Mystery, Supernatural",TV,12,"Apr 7, 2005 to Jun 30, 2005",Manga,5020,1526,137813
150,Blood+,7.62,"Action, Drama, Horror, Mystery, Supernatural",TV,50,"Oct 8, 2005 to Sep 23, 2006",Original,1320,592,367577
151,Re: Cutey Honey,7.1,"Action, Comedy, Girls Love, Sci-Fi, Ecchi",OVA,3,"Jul 24, 2004 to Sep 25, 2004",Manga,3562,3925,28103
152,Solty Rei,7.27,"Action, Sci-Fi",TV,24,"Oct 7, 2005 to Mar 31, 2006",Original,2675,3856,29283
153,Juuni Kokuki,8.02,"Action, Adventure, Fantasy",TV,45,"Apr 9, 2002 to Aug 30, 2003",Novel,566,1473,144333
154,Shaman King,7.75,"Action, Adventure, Comedy, Supernatural",TV,64,"Jul 4, 2001 to Sep 25, 2002",Manga,1020,612,356061
155,X/1999,6.57,"Action, Drama, Fantasy, Horror, Sci-Fi, Supernatural",Movie,1,"Aug 3, 1996",Manga,5999,3442,36913
156,X,7.4,"Action, Drama, Fantasy, Romance",TV,24,"Oct 3, 2001 to Mar 27, 2002",Manga,2072,2220,80243
157,Mahou Sensei Negima!,6.94,"Comedy, Fantasy, Romance, Supernatural, Ecchi",TV,26,"Jan 6, 2005 to Jun 30, 2005",Manga,4212,1523,138093
158,Maria-sama ga Miteru,7.29,"Drama, Girls Love",TV,13,"Jan 8, 2004 to Apr 1, 2004",Light novel,2569,2476,67257
159,Boukyaku no Senritsu,6.28,"Adventure, Fantasy, Horror, Sci-Fi, Supernatural",TV,24,"Apr 7, 2004 to Sep 22, 2004",Manga,7507,4748,18457
160,"Ima, Soko ni Iru Boku",7.61,"Adventure, Drama, Fantasy, Sci-Fi",TV,13,"Oct 14, 1999 to Jan 20, 2000",Original,1362,1514,138932
161,Peace Maker Kurogane,7.3,"Action, Comedy",TV,24,"Oct 8, 2003 to Mar 24, 2004",Manga,2512,2723,56677
162,Pita Ten,6.93,"Comedy, Fantasy, Romance",TV,26,"Apr 7, 2002 to Sep 29, 2002",Manga,4278,4280,23271
163,Power Stone,6.55,"Adventure, Comedy, Fantasy",TV,26,"Apr 3, 1999 to Sep 25, 1999",Game,6068,6725,7750
164,Mononoke Hime,8.67,"Action, Adventure, Award Winning, Fantasy",Movie,1,"Jul 12, 1997",Original,58,105,1190601
165,RahXephon,7.39,"Action, Award Winning, Drama, Mystery, Romance, Sci-Fi",TV,26,"Jan 21, 2002 to Sep 11, 2002",Original,2108,1745,116145
166,Samurai 7,7.44,Sci-Fi,TV,26,"Jun 12, 2004 to Dec 25, 2004",Other,1923,1618,128166
167,Scrapped Princess,7.38,"Adventure, Comedy, Drama, Fantasy, Sci-Fi",TV,24,"Apr 8, 2003 to Oct 7, 2003",Light novel,2160,2016,93327
168,s.CRY.ed,7.36,"Action, Adventure, Drama, Sci-Fi",TV,26,"Jul 4, 2001 to Dec 26, 2001",Original,2231,2204,81088
169,Shingetsutan Tsukihime,6.82,"Action, Horror, Mystery, Romance, Supernatural",TV,12,"Oct 10, 2003 to Dec 26, 2003",Visual novel,4752,1336,163534
170,Slam Dunk,8.54,Sports,TV,101,"Oct 16, 1993 to Mar 23, 1996",Manga,108,797,283226
171,Strange Dawn,6.32,"Adventure, Drama, Fantasy",TV,13,"Jul 11, 2000 to Sep 26, 2000",Original,7306,7677,5523
173,Tactics,7.2,"Mystery, Supernatural",TV,25,"Oct 6, 2004 to Mar 30, 2005",Manga,3057,3269,40311
174,Tenjou Tenge,6.88,"Action, Comedy, Ecchi",TV,24,"Apr 2, 2004 to Sep 17, 2004",Manga,4478,1198,184419
175,Tokyo Underground,6.59,"Action, Adventure, Romance, Sci-Fi",TV,26,"Apr 2, 2002 to Sep 24, 2002",Manga,5855,3873,28859
176,Triangle Heart: Sweet Songs Forever,6.09,"Adventure, Romance",OVA,4,"Jul 24, 2003 to Dec 26, 2003",Visual novel,8439,7030,6869
177,Tsubasa Chronicle,7.52,"Action, Adventure, Fantasy, Romance",TV,26,"Apr 9, 2005 to Oct 15, 2005",Manga,1642,1009,222752
178,Ultra Maniac,7.16,"Comedy, Romance",TV,26,"May 20, 2003 to Nov 11, 2003",Manga,3218,3645,32480
179,Ultra Maniac OVA,6.62,"Comedy, Romance",OVA,1,"Aug 6, 2002",Unknown,5712,7653,5554
180,Vandread,7.17,"Action, Sci-Fi, Ecchi",TV,13,"Oct 3, 2000 to Dec 19, 2000",Original,3210,2168,82637
181,Vandread: The Second Stage,7.39,"Action, Sci-Fi, Ecchi",TV,13,"Oct 5, 2001 to Jan 18, 2002",Original,2113,2824,52908
182,Tenkuu no Escaflowne,7.67,"Adventure, Fantasy, Romance",TV,26,"Apr 2, 1996 to Sep 24, 1996",Original,1195,1422,150794
183,Whistle!,7.39,Sports,TV,39,"May 6, 2002 to Feb 3, 2003",Manga,2114,5224,14263
184,Xenosaga The Animation,6.32,"Action, Sci-Fi",TV,12,"Jan 6, 2005 to Mar 24, 2005",Game,7254,4561,20156
185,Initial D First Stage,8.33,"Action, Drama",TV,26,"Apr 19, 1998 to Dec 6, 1998",Manga,224,616,353680
186,Initial D Second Stage,8.16,"Action, Drama",TV,13,"Oct 15, 1999 to Jan 21, 2000",Manga,394,1106,202885
187,Initial D Third Stage,7.9,"Action, Drama, Romance",Movie,1,"Jan 13, 2001",Manga,735,1308,167970
188,Gosenzo San'e,6.03,"Comedy, Mystery, Supernatural, Hentai",OVA,4,"Sep 25, 1998 to Mar 25, 1999",Original,UNKNOWN,9464,3025
189,Love Hina,7.1,"Comedy, Romance, Ecchi",TV,24,"Apr 19, 2000 to Sep 27, 2000",Manga,3554,864,259281
190,Love Hina Again,7.21,"Comedy, Drama, Romance, Ecchi",OVA,3,"Jan 26, 2002 to Mar 27, 2002",Manga,2960,2153,84091
191,Love Hina Christmas Special: Silent Eve,7.31,"Comedy, Romance",Special,1,"Dec 25, 2000",Manga,2487,2704,57393
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,7.18,"Adventure, Comedy, Romance",Special,1,"Apr 2, 2001",Manga,3128,2850,52165
193,Maburaho,6.74,"Comedy, Drama, Romance, Ecchi",TV,24,"Oct 14, 2003 to Apr 6, 2004",Light novel,5134,1989,95727
194,Macross Zero,7.51,"Action, Adventure, Sci-Fi",OVA,5,"Dec 21, 2002 to Oct 20, 2004",Original,1678,3377,38122
195,Onegai☆Teacher,7.11,"Drama, Romance, Sci-Fi",TV,12,"Jan 10, 2002 to Mar 28, 2002",Original,3494,1283,172570
196,Onegai☆Twins,6.82,"Comedy, Drama, Sci-Fi",TV,12,"Jul 15, 2003 to Oct 14, 2003",Original,4745,2112,87715
197,Rizelmine,6.51,"Comedy, Romance, Sci-Fi, Ecchi",TV,24,"Apr 3, 2002 to Dec 22, 2002",Manga,6339,4167,24637
198,Speed Grapher,7.31,"Action, Mystery",TV,24,"Apr 8, 2005 to Sep 30, 2005",Original,2504,1817,110219
199,Sen to Chihiro no Kamikakushi,8.78,"Adventure, Award Winning, Supernatural",Movie,1,"Jul 20, 2001",Original,36,44,1760676
200,Tenshi na Konamaiki,7.43,"Comedy, Romance",TV,50,"Apr 7, 2002 to Mar 30, 2003",Manga,1941,3978,27245
201,Video Girl Ai,7.2,"Comedy, Drama, Romance, Ecchi",OVA,6,"Mar 27, 1992 to Aug 28, 1992",Manga,3061,3873,28878
202,Wolf's Rain,7.8,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",TV,26,"Jan 7, 2003 to Jul 29, 2003",Original,929,694,319198
203,Words Worth,6.72,"Adventure, Fantasy, Hentai",OVA,5,"Aug 25, 1999 to Nov 25, 2000",Visual novel,UNKNOWN,6424,8596
204,Yumeria,6.08,"Action, Comedy, Ecchi",TV,12,"Jan 9, 2004 to Mar 26, 2004",Visual novel,8451,3959,27542
205,Samurai Champloo,8.51,"Action, Adventure, Comedy",TV,26,"May 20, 2004 to Mar 19, 2005",Original,120,106,1187090
206,Lodoss-tou Senki: Eiyuu Kishi Den,7.13,"Action, Adventure, Drama, Fantasy, Romance",TV,27,"Apr 1, 1998 to Sep 30, 1998",Novel,3408,3707,31538
207,Lodoss-tou Senki,7.36,"Action, Adventure, Fantasy",OVA,13,"Jun 30, 1990 to Nov 23, 1991",Light novel,2221,2466,67678
208,R.O.D: Read or Die,7.63,"Action, Adventure, Mystery, Sci-Fi",OVA,3,"May 23, 2001 to Feb 6, 2002",Light novel,1299,2513,65589
209,R.O.D: The TV,7.53,"Action, Adventure, Comedy, Drama, Sci-Fi",TV,26,"Sep 1, 2003 to Mar 16, 2004",Manga,1627,2463,67805
210,Ranma ½,7.76,"Action, Comedy, Fantasy",TV,161,"Apr 15, 1989 to Sep 25, 1992",Manga,1007,915,245209
