anime_id,Name,Score,Genres,Type,Episodes,Aired,Source,Rank,Popularity,Members
4354,Dr. Slump Movie 10: Arale no Bikkuriman,5.98,"Comedy, Sci-Fi",Movie,1,1999,Manga,8944,11744,1354
4355,Dr. Slump Movie 11: Dr. Mashirito & Abale-chan,5.94,"Comedy, Sci-Fi",Movie,1,2007,Manga,9104,11488,1483
4356,Time Bokan Series: Time Patroltai Otasukeman,6.45,"Action, Adventure, Comedy, Sci-Fi",TV,53,1980,Unknown,6637,12086,1199
4357,Hashire Melos (1981),5.32,Drama,Special,1,1981,Novel,11314,11697,1377
4358,Shinryaku! Ika Musume,7.41,"Comedy, Slice of Life",TV,12,2010,Manga,2057,1143,193625
4359,"Kyou, Koi wo Hajimemasu",6.45,Romance,OVA,2,2010,Manga,6616,3627,32834
4360,Chikyuu Monogatari Telepath 2500,5.6,"Adventure, Drama, Sci-Fi",Movie,1,1984,Original,10439,12864,929
4361,Future War 198X-nen,5.94,Drama,Movie,1,1982,Unknown,9105,10097,2402
4362,Yuki,5.92,"Adventure, Fantasy",Movie,1,1981,Book,9207,11207,1646
4363,Mayoi Neko Overrun! Specials,6.67,"Comedy, Ecchi",Special,6,2010,Unknown,5454,4705,18790
4364,Detective Conan OVA 10: Kid in Trap Island,7.76,"Adventure, Comedy, Mystery",OVA,1,2010,Manga,999,4792,18007
4365,Ladies versus Butlers! Tokuten Disc Music Clip,5.79,Ecchi,Special,1,2010,Light novel,9729,5588,12098
4366,Digimon Xros Wars,6.67,"Action, Adventure, Comedy, Fantasy",TV,30,2010,Original,5489,2965,47964
4367,Hidan no Aria,6.8,"Action, Comedy, Romance",TV,12,2011,Light novel,4842,594,367021
4368,YanYan Machiko,5.39,"Comedy, Slice of Life",ONA,11,2009,Unknown,11101,13785,702
4369,Chuuzumou,6.5,"Comedy, Sports",Movie,1,2010,Original,6379,9929,2538
4370,Shin Koihime†Musou: Live Revolution,6.52,Ecchi,OVA,1,2010,Visual novel,6247,7792,5354
4371,Asatte Dance,5.28,"Comedy, Drama, Romance, Ecchi",OVA,2,1991,Manga,11397,10771,1940
4372,Sylvanian Families,5.48,"Comedy, Fantasy",Special,3,2007,Other,10824,15436,443
4373,Break Blade Movie Picture Drama,6.56,"Comedy, Fantasy",Special,6,2010,Manga,6023,7232,6420
4375,"Slime Boukenki: Umi da, Yeah!",5.51,"Action, Adventure, Comedy, Fantasy",Special,1,1999,Game,10761,11301,1587
4376,Mazinkaiser SKL,7.04,Action,OVA,3,2010,Unknown,3807,5684,11605
4377,Seikon no Qwaser Picture Drama,5.95,Ecchi,Special,16,2010,Unknown,9059,4917,16854
4378,Seitokai Yakuindomo,7.56,Comedy,TV,13,2010,4-koma manga,1519,428,479360
4379,Amagami SS,7.29,Romance,TV,25,2010,Visual novel,2544,586,369583
4380,Sangokushi (1985),6.22,UNKNOWN,Special,1,1985,Unknown,7760,12342,1096
4381,Sangokushi II: Amakakeru Otoko-tachi,6.22,Action,Special,1,1986,Unknown,7762,13487,776
4382,Phantom: Requiem for the Phantom Picture Drama,6.48,Comedy,Special,9,2009,Visual novel,6487,6710,7768
4383,SOS TV Walpurgis Night Fever,5.36,"Comedy, Sci-Fi",ONA,11,2010,Original,11216,12157,1170
4384,Wakusei Robo Danguard Ace tai Konchuu Robot Gundan,5.46,Sci-Fi,Movie,1,1977,Unknown,10913,13487,776
4385,Pokemon: Pikachu Koori no Daibouken,6.29,"Adventure, Comedy, Fantasy",Special,1,2008,Game,7465,7154,6580
4386,SOS TV Walpurgis Night Fever Episode 0,5.24,"Comedy, Sci-Fi",Special,1,2010,Original,11515,12520,1033
4387,Soredemo Machi wa Mawatteiru,7.44,"Comedy, Slice of Life",TV,12,2010,Manga,1926,2612,61215
4388,Code Geass: Hangyaku no Lelouch - Kiseki no Birthday,6.82,Supernatural,Special,1,2010,Original,4770,3725,31341
4389,One Piece Film: Strong World Episode 0,7.94,"Adventure, Fantasy",OVA,1,2010,Manga,669,2194,81487
4390,Seikima II Humane Society: Jinrui Ai ni Michita Shakai,5.75,"Action, Fantasy, Supernatural",OVA,1,1992,Original,9895,13086,870
4391,Ultraman Kids: Haha wo Tazunete 3000-man Kounen,6.09,UNKNOWN,TV,26,1991,Other,8441,13586,752
4392,Tales of the Abyss Special Fan Disc,6.48,"Comedy, Slice of Life",Special,2,2009,Unknown,6502,8349,4487
4393,Bishoujo Senshi Sailor Moon Memorial,7.37,Romance,OVA,5,1998,Manga,2182,4848,17468
4394,Hajime Ningen Gyatoruz,6.29,Comedy,TV,77,1974,Manga,7447,13204,838
4395,Hajime Ningen Gon,6.28,Comedy,TV,39,1996,Manga,7514,13268,823
4396,Futarigurashi,5.82,"Comedy, Romance, Ecchi",TV,36,1998,Manga,9603,10830,1903
4397,Shin Tenchi Muyou! Specials,6.7,"Comedy, Romance, Sci-Fi",Special,6,1997,Original,5329,8580,4113
4398,Hiyokoi,7.28,Romance,Special,1,2010,Manga,2619,2013,93744
4399,Ore no Imouto ga Konnani Kawaii Wake ga Nai,6.96,Comedy,TV,12,2010,Light novel,4148,279,668952
4400,3-tsu no Hanashi,4.67,Fantasy,Special,1,1960,Other,12337,12935,907
4401,Nobara no Julie,6,"Adventure, Drama",TV,13,1979,Unknown,8838,13201,839
4402,Nezha Nao Hai,6.35,UNKNOWN,Movie,1,1979,Novel,7143,12466,1051
4403,Inakappe Taishou,6.46,"Comedy, Sports",TV,104,1970,Unknown,6589,13459,784
4404,Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!,6.19,Comedy,OVA,1,2010,Other,7912,6098,9779
4405,Panty & Stocking with Garterbelt,7.72,"Action, Comedy, Supernatural, Ecchi",TV,13,2010,Original,1087,573,375814
4406,Okawari-Boy Starzan-S,6.43,"Action, Adventure, Sci-Fi",TV,34,1984,Original,6702,13607,746
4407,Senkou no Night Raid Specials,6.82,Action,Special,3,2010,Original,4749,7738,5433
4408,Alice SOS,6.04,Adventure,TV,28,1998,Original,8666,10739,1958
4409,Shounen Ashibe (TV),5.83,"Comedy, Slice of Life",TV,37,1991,4-koma manga,9575,14020,647
4410,Gundam Neo Experience 0087: Green Divers,6.2,Adventure,Movie,1,2001,Unknown,7880,8941,3585
4411,Senkou no Night Raid: Yogen,6.29,Action,Special,1,2010,Original,7467,8662,3986
4412,Kore wa Zombie desu ka?,7.35,"Action, Comedy, Supernatural, Ecchi",TV,12,2011,Light novel,2280,323,611858
4413,Oishinbo: Nichibei Kome Sensou,6.09,"Comedy, Gourmet, Slice of Life",Movie,1,1993,Manga,8415,13304,816
4414,"Oishinbo: Kyuukyoku tai Shikou, Chouju Ryouri Taiketsu!!",6.12,"Comedy, Gourmet, Slice of Life",Movie,1,1992,Manga,8281,13401,794
4415,Chouriki Robo Galatt,6.46,"Action, Adventure, Comedy, Sci-Fi",TV,25,1984,Unknown,6579,12825,941
4416,Eiyuu Gaiden Mozaicka,5.81,Fantasy,OVA,4,1991,Original,9649,11359,1549
4417,Nichijou: Nichijou no 0-wa,7.4,Comedy,OVA,1,2011,Manga,2094,2170,82477
4418,Ganbare Goemon: Jigen Jou no Akumu,5.85,Comedy,OVA,1,1993,Game,9480,15772,411
4419,Koe de Oshigoto! The Animation,6.89,"Comedy, Ecchi",OVA,2,2010,Manga,4435,2077,89947
4420,Kikou Heidan J-Phoenix: PF Lips Shoutai,5.76,"Action, Comedy",OVA,3,2002,Unknown,9841,14069,636
4421,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,7.35,"Action, Sci-Fi",Movie,1,2012,Original,2264,1250,177822
4422,Majo demo Steady,4.85,"Comedy, Romance, Ecchi",OVA,1,1986,Light novel,12132,10421,2172
4423,Nippon-ichi no Otoko no Tamashii,5.95,"Comedy, Romance",TV,16,1999,Unknown,9054,11482,1485
4424,Nippon-ichi no Otoko no Tamashii 2,5.91,"Comedy, Romance",TV,16,1999,Unknown,9251,13350,804
4425,Yume-iro Pâtissière: Mune Kyun Tropical Island!,7.13,UNKNOWN,Special,1,2010,Manga,3381,5844,10846
4426,Natsufuku no Shoujo-tachi,5.97,Drama,Special,1,1988,Other,8984,12259,1128
4427,Ganbare! Marine Kid,5.45,"Action, Adventure, Sci-Fi",TV,13,1966,Unknown,10928,14232,607
4428,Circuit Angel: Ketsui no Starting Grid,5.43,Action,OVA,1,1987,Original,10990,11531,1457
4429,Kaitei Shounen Marine,6.09,"Action, Adventure, Sci-Fi",TV,65,1969,Unknown,8410,13191,842
4430,Saru Getchu: On Air 2nd,5.87,"Adventure, Comedy, Fantasy, Romance",TV,51,2006,Game,9432,13915,671
4431,Tales of Symphonia The Animation: Kaette Kita Kratos-sensei no Private Lesson,6.69,Comedy,Special,1,2008,Game,5403,7524,5790
4432,Tales of Symphonia The Animation: Tethe'alla-hen Specials,7.05,Comedy,Special,4,2010,Game,3780,6720,7759
4433,Dantalian no Shoka,7.23,"Action, Mystery, Supernatural",TV,12,2011,Light novel,2864,1461,145507
4434,Mouretsu Pirates,7.15,"Award Winning, Sci-Fi",TV,26,2012,Light novel,3281,2351,72996
4435,Licca-chan no Nichiyoubi,5.77,Adventure,OVA,1,1992,Unknown,9787,13037,883
4436,Inuki Kanako Zekkyou Collection: Gakkou ga Kowai!,5.57,Horror,OVA,1,1999,Unknown,10554,10434,2161
4437,Kobe to Watashi,4.48,"Comedy, Slice of Life",ONA,1,2010,Original,12483,11550,1450
4438,Visions of Frank: Short Films by Japan's Most Audacious Animators,5.76,Avant Garde,OVA,9,2005,Unknown,9857,12729,971
4439,Star Driver: Kagayaki no Takuto,7.19,"Action, Romance, Sci-Fi",TV,25,2010,Original,3116,1798,111678
4440,Nekketsu Uchuujin,5.17,"Comedy, Sci-Fi",ONA,1,2009,Original,11643,11239,1627
4441,Toaru Majutsu no Index II,7.53,"Action, Fantasy, Sci-Fi",TV,24,2010,Light novel,1632,462,447652
4442,Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi,6.3,UNKNOWN,OVA,1,2003,Unknown,7420,11254,1618
4443,Akage no Anne: Green Gables e no Michi,6.62,Adventure,Movie,1,2010,Novel,5717,9352,3131
4444,Nougyou Musume!,5.08,Comedy,Special,1,2010,4-koma manga,11812,11191,1657
4445,Nine,6.03,"Action, Sports",Special,1,1983,Manga,8704,13087,871
4446,Denkou Chou Tokkyuu Hikarian,6.21,"Action, Adventure",TV,52,2002,Unknown,7805,13488,776
4447,Susume! Gachimuchi Sankyoudai,4.72,Comedy,ONA,1,2010,Unknown,12292,15032,487
4448,Potecco Babies,4.9,Comedy,ONA,2,2010,Original,12081,14958,494
4449,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,5.84,"Action, Comedy",TV,10,2010,Game,9549,11752,1348
4450,Tono to Issho: Ippunkan Gekijou,6.16,Comedy,TV,12,2010,4-koma manga,8074,9102,3392
4451,Stitch!: Piko Kara no Chousenjou,5.67,"Adventure, Comedy",Special,1,2009,Other,10202,11925,1260
4452,Stitch!: Zutto Saikou no Tomodachi,5.96,"Adventure, Comedy",TV,29,2010,Unknown,9040,10234,2301
4453,Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono,6.17,"Adventure, Comedy",OVA,1,2004,Unknown,8005,11615,1416
4454,Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen,6.2,"Adventure, Comedy",OVA,1,2004,Unknown,7855,11362,1547
4455,Shogi Hour,4.82,Comedy,ONA,1,2008,Original,12167,12711,976
4456,Mahou no Princess Minky Momo vs. Mahou no Tenshi Creamy Mami,5.77,UNKNOWN,Movie,1,1985,Original,9789,11095,1715
4457,Yojouhan Shinwa Taikei Specials,6.31,Comedy,Special,3,2010,Novel,7346,4043,26373
4458,Supernatural The Animation,6.96,"Action, Horror, Supernatural",OVA,22,2011,Other,4159,3721,31408
4459,Juliet,4.19,"Comedy, Supernatural, Ecchi",OVA,1,1998,Manga,12580,11352,1555
4460,Tales of Symphonia The Animation: Sekai Tougou-hen,7.42,"Action, Adventure, Fantasy",OVA,3,2011,Game,1993,4242,23815
4461,Toaru Hikuushi e no Tsuioku,7.61,"Adventure, Romance",Movie,1,2011,Light novel,1350,2353,72715
4462,Je T'aime,6.49,Sci-Fi,OVA,1,2010,Original,6456,6743,7686
4463,True Tears: Raigomaru to Jibeta no Monogatari,6.14,UNKNOWN,Special,1,2010,Original,8140,6739,7711
4464,To Heart 2 Adnext,6.7,"Comedy, Romance",OVA,2,2010,Visual novel,5332,8097,4867
4465,Sore Ike! Anpanman: Black Nose to Mahou no Uta,6.35,"Comedy, Fantasy",Movie,1,2010,Unknown,7152,14814,516
4466,Kuruneko 2nd Season,6.92,"Comedy, Slice of Life",TV,50,2010,Manga,4318,11452,1497
4467,Kuttsukiboshi,6.01,"Drama, Girls Love, Romance, Supernatural",OVA,2,2010,Original,8767,3222,41375
4468,Obake no... Holly,6.1,"Comedy, Fantasy",TV,200,1991,Unknown,8346,14247,604
4469,Katekyo Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview,7.34,Comedy,Special,3,2010,Unknown,2328,4910,16938
4470,Edokko Boy: Gatten Tasuke,6.69,"Comedy, Sports",TV,22,1990,Manga,5370,13788,703
4471,Inazuma Eleven: Saikyou Gundan Ogre Shuurai,7.37,Sports,Movie,1,2010,Unknown,2191,3772,30575
4472,Mokei Senshi Gunpla Builders Beginning G,6.58,"Action, Sci-Fi",Special,3,2010,Unknown,5913,7731,5447
4473,IS: Infinite Stratos,6.63,"Action, Comedy, Sci-Fi, Ecchi",TV,12,2011,Light novel,5686,313,621823
4474,Majuu Sensen,5.69,"Action, Fantasy",OVA,3,1990,Manga,10116,11371,1542
4475,Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desu kara,7.45,"Action, Fantasy, Sci-Fi",OVA,1,2010,Manga,1876,2497,66319
4476,Ice Movie,5.34,"Action, Girls Love, Sci-Fi",Movie,1,2008,Original,11253,11340,1562
4477,Tamayura,7.15,"Comedy, Drama, Slice of Life",OVA,4,2010,Original,3298,3149,43102
4478,RPG Densetsu Hepoi,7.11,"Adventure, Fantasy",TV,50,1990,Unknown,3502,12871,928
4479,Angel Beats! Specials,7.55,"Comedy, Supernatural",Special,2,2010,Original,1537,837,266697
4480,Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,6.79,"Comedy, Ecchi",OVA,1,2010,Manga,4885,3264,40493
4481,Hakuouki: Hekketsuroku,7.57,"Action, Drama, Supernatural",TV,10,2010,Visual novel,1482,2145,84576
4482,Arakawa Under the Bridge x Bridge,7.72,"Comedy, Romance",TV,13,2010,Manga,1095,1360,160671
4483,Rokudenashi Blues,5.77,"Comedy, Drama, Sports",Movie,1,1992,Unknown,9793,10129,2378
4484,Rokudenashi Blues 1993,6.22,"Action, Comedy, Drama, Sports",Movie,1,1993,Unknown,7760,11803,1326
4485,Musha Knight Commando: SD Gundam Scramble,5.54,"Action, Comedy, Fantasy",Movie,2,1991,Original,10659,10743,1956
4486,Saiyuuki Gaiden,7.78,"Action, Adventure, Drama, Fantasy",OVA,3,2011,Manga,952,5374,13333
4487,Hitomi no Naka no Shounen: Juugo Shounen Hyouryuuki,6.34,Adventure,Special,1,1987,Novel,7189,12741,968
4488,Kidou Senshi SD Gundam Matsuri,5.82,"Action, Comedy, Fantasy",Movie,1,1993,Unknown,9613,10528,2095
4489,Umi Monogatari: Marin no Kore Naani?,6.05,Comedy,Special,4,2009,Game,8597,9479,3000
4490,Nogsaegjeoncha Hamos,6.02,"Action, Adventure, Fantasy",TV,26,1997,Manga,8757,12770,960
4491,Pokemon Best Wishes!,6.41,"Action, Adventure, Comedy, Fantasy",TV,84,2010,Game,6841,1953,98642
4492,Amagami SS OVA,7.22,Romance,OVA,6,2011,Visual novel,2921,2710,57210
4493,Chirorin Mura Monogatari,6.63,Slice of Life,TV,170,1992,Unknown,5668,13009,893
4494,Beelzebub: Hirotta Akachan wa Daimaou!?,7.29,"Action, Comedy, Supernatural",Special,1,2010,Manga,2547,3394,37682
4495,Heroman Specials,6.3,"Action, Sci-Fi",Special,3,2010,Original,7391,9425,3058
4496,Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,7.34,Sports,Special,1,2010,Manga,2338,6521,8269
4497,Zettai Karen Children: Gentei Kaikin!! OVA Chou Sakidori Special!!,6.71,"Action, Comedy, Supernatural",OVA,1,2010,Unknown,5267,9510,2962
4498,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,8.09,"Action, Adventure, Supernatural",OVA,13,2011,Manga,476,2349,73063
4499,Fullmetal Alchemist: The Sacred Star of Milos,7.26,"Action, Adventure, Drama, Fantasy",Movie,1,2011,Manga,2720,1218,180962
4500,Kuroshitsuji II Specials,7.41,"Comedy, Fantasy, Supernatural",Special,6,2010,Manga,2040,1684,121663
4501,Kindaichi Shounen no Jikenbo Movie 2: Satsuriku no Deep Blue,6.91,Mystery,Movie,1,1999,Light novel,4333,10449,2149
4502,Kaibutsu Oujo (OVA),7.03,"Action, Comedy, Horror, Supernatural",OVA,3,2010,Manga,3890,5464,12828
4503,Attack No.1 (1970),6.22,"Drama, Sports",Movie,1,1970,Unknown,7781,11940,1254
4504,Attack No.1: Namida no Fushichou,5.99,"Drama, Sports",Movie,1,1971,Unknown,8873,12970,902
4505,Attack No.1: Namida no Kaiten Receive,6.08,"Drama, Sports",Movie,1,1970,Unknown,8453,12855,932
4506,Attack No.1: Namida no Sekai Senshuken,6.06,"Drama, Sports",Movie,1,1970,Unknown,8546,12944,905
4507,Shukufuku no Campanella Specials,5.83,Ecchi,Special,6,2010,Unknown,9577,8593,4105
4508,Kimi ga Nozomu Eien: Gundam Parody,5.44,Sci-Fi,Special,1,2004,Original,10950,7225,6440
4509,Kaitei Sanman Mile,5.68,"Adventure, Fantasy",Movie,1,1970,Original,10163,12953,905
4510,Tsuruhime Ja!,5.76,"Comedy, Slice of Life",TV,49,1990,Manga,9856,14530,557
4511,Burning Blood,6.09,Sports,OVA,3,1990,Manga,8393,11392,1529
4512,Motto To LOVE-Ru,7.28,"Comedy, Sci-Fi, Ecchi",TV,12,2010,Manga,2634,673,324352
4513,Dae Jang Geum: Jang Geum's Dream 2,6.98,"Adventure, Comedy, Gourmet",TV,26,2007,Other,4058,10565,2070
4514,Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,7.58,"Comedy, Sports, Ecchi",OVA,3,2010,Manga,1424,2532,64845
4515,Seikon no Qwaser: Jotei no Shouzou,6.38,"Action, Supernatural, Ecchi",OVA,1,2010,Manga,6998,3970,27351
4516,K-On!!: Ura-On!!,6.54,Comedy,Special,9,2010,Original,6131,3164,42781
4517,Omae Umasou da na,8.01,"Action, Adventure, Fantasy",Movie,1,2010,Picture book,573,4688,18946
4518,Kaichuu!,5.79,"Comedy, Sports",ONA,4,2010,Manga,9726,6147,9622
4519,Kowarekake no Orgel,7.31,"Drama, Sci-Fi, Slice of Life",OVA,1,2009,Original,2485,3545,34585
4520,Seikimatsu Occult Gakuin Specials,6.51,"Comedy, Supernatural",Special,4,2010,Original,6344,5984,10240
4521,Kanzen Shouri Daiteiou,5.12,"Action, Adventure, Sci-Fi",OVA,1,2001,Original,11747,13289,818
4522,Wan Wan Chuushingura,5.63,"Action, Adventure, Drama, Fantasy",Movie,1,1963,Unknown,10342,11998,1231
4523,Scoopers,5.08,"Action, Sci-Fi",OVA,1,1987,Manga,11815,11827,1310
4524,Super Robot Taisen OG: The Inspector,7.21,"Action, Sci-Fi",TV,26,2010,Game,2970,6138,9639
4525,Nine: Original-ban,5.95,"Romance, Sports",Movie,1,1983,Manga,9053,12580,1019
4526,Nine 2: Koibito Sengen,5.97,"Romance, Sports",Special,1,1983,Manga,8985,12994,896
4527,Nine: Kanketsu-hen,5.97,"Romance, Sports",Special,1,1984,Manga,8986,13395,796
4528,Break Blade Movie 3: Kyoujin no Ato,7.78,"Action, Fantasy",Movie,1,2010,Manga,957,2685,58253
4529,Steins;Gate,9.07,"Drama, Sci-Fi, Suspense",TV,24,2011,Visual novel,3,13,2440369
4530,Mianhada Saranghanda,5.74,Drama,Movie,1,2008,Unknown,9906,10840,1898
4531,Kizumonogatari I: Tekketsu-hen,8.37,"Action, Mystery, Supernatural",Movie,1,2016,Light novel,193,406,507315
4532,Hana no Ko Lunlun: Konnichiwa Sakura no Kuni,5.55,Drama,Movie,1,1980,Unknown,10604,12026,1220
4533,Duel Masters Movie 3: Honoo no Kizuna XX,5.8,Fantasy,Movie,1,2010,Original,9707,12760,962
4534,Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... desu ka!?,7.6,Fantasy,Movie,1,2010,Original,1392,6896,7219
4535,Hanasaku Iroha,7.91,Drama,TV,26,2011,Original,712,675,323312
4536,Moyashimon CGI Anime,6.04,"Comedy, Supernatural",OVA,1,2010,Unknown,8644,10245,2289
4537,Hello Kitty no Cinderella,6.32,Fantasy,Movie,1,1989,Unknown,7278,11579,1435
4538,Kiki to Lala no Aoi Tori,5.87,UNKNOWN,Movie,1,1989,Unknown,9413,14927,500
4539,Noel no Fushigi na Bouken,5.39,"Adventure, Comedy, Fantasy",Movie,1,1983,Unknown,11124,14769,521
4540,Fractale,6.92,"Adventure, Fantasy, Sci-Fi",TV,11,2011,Original,4313,2185,81851
4541,Elf 17,5.74,"Adventure, Comedy",OVA,1,1987,Manga,9932,9989,2493
4542,Dragon Crisis!,6.63,"Action, Romance, Supernatural",TV,12,2011,Light novel,5676,1299,169608
4543,Yumekui Merry,6.91,"Action, Supernatural",TV,13,2011,Manga,4358,1547,134781
4544,.hack//Quantum,7.12,"Action, Adventure, Fantasy",OVA,3,2011,Original,3452,3279,40170
4545,Koi☆Sento,6.32,"Comedy, Romance, Sci-Fi",OVA,1,2010,Original,7287,6568,8143
4546,Megane na Kanojo,6.64,"Comedy, Romance",OVA,4,2010,Manga,5615,5190,14463
4547,Mayo Elle Otoko no Ko,4.66,Comedy,OVA,1,2010,Unknown,12353,11188,1660
4548,Ore no Sora Keiji-hen,5.89,"Action, Drama",OVA,2,1991,Unknown,9318,13798,700
4549,Cheburashka,7.11,Comedy,Movie,1,2010,Book,3479,11368,1543
4550,Twinkle Nora Rock Me!,2.98,"Action, Sci-Fi",OVA,1,1985,Manga,12686,8299,4570
4551,Torajima no Miime,5.92,Slice of Life,Special,2,1999,Unknown,9199,12553,1026
4552,Gakkou no Kowai Uwasa Shin: Hanako-san ga Kita!!,6.13,"Comedy, Horror, Supernatural",TV,33,2010,Unknown,8235,12654,995
4553,Battle Spirits: Brave,7.12,"Adventure, Sci-Fi",TV,50,2010,Card game,3457,8588,4105
4554,Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,6.87,"Comedy, Fantasy, Romance",OVA,1,2011,Visual novel,4516,3982,27170
4555,Chibi Maruko-chan: Watashi no Suki na Uta,7.12,"Drama, Romance, Slice of Life",Movie,1,1992,Manga,3459,10785,1932
4556,D.C. I&II P.S.P. Re-Animated,6.63,"Drama, Romance",OVA,1,2010,Visual novel,5673,7253,6378
4557,Sekirei: Pure Engagement Episode 0,7.19,"Comedy, Ecchi",Special,1,2010,Manga,3115,2868,51419
4558,Cool Cool Bye,4.71,"Action, Adventure, Fantasy",OVA,1,1986,Original,12302,11459,1493
4559,Hyakka Ryouran: Samurai Girls Specials,6.61,Ecchi,Special,6,2010,Light novel,5807,4218,24140
4560,Wellber no Monogatari: Kanashimi no Senshi Galahad no Banka,5.58,"Action, Adventure, Comedy, Fantasy",OVA,1,2007,Original,10535,12389,1078
4561,Kaichou wa Maid-sama!: Omake da yo!,7.48,Comedy,Special,1,2011,Manga,1793,1626,127603
4562,Freezing,6.8,"Action, Drama, Romance, Sci-Fi, Ecchi",TV,12,2011,Manga,4841,701,317048
4563,Yamato Takeru: After War,6.19,"Action, Adventure, Fantasy, Sci-Fi",OVA,2,1995,Unknown,7944,13346,805
4564,Denpa Onna to Seishun Otoko,7.13,"Comedy, Sci-Fi, Slice of Life",TV,12,2011,Light novel,3389,745,298305
4565,Rokushin Gattai GodMars (1982),5.92,"Action, Sci-Fi",Movie,1,1982,Unknown,9185,12949,905
4566,Ginga Hyouryuu Vifam Recaps,5.57,"Action, Adventure, Sci-Fi",OVA,2,1984,Unknown,10550,15022,488
4567,Ginga Hyouryuu Vifam: Kieta 12-nin,6.12,"Adventure, Comedy, Sci-Fi",OVA,1,1985,Original,8260,13669,731
4568,Ginga Hyouryuu Vifam: Keito no Kioku - Namida no Dakkai Sakusen,6.25,"Action, Adventure, Sci-Fi",OVA,1,1985,Original,7655,13555,760
4569,Ginga Hyouryuu Vifam 13,6.39,"Action, Adventure, Sci-Fi",TV,26,1998,Unknown,6919,13526,766
4570,Shounen Jack to Mahoutsukai,5.17,"Adventure, Fantasy",Movie,1,1967,Unknown,11645,13431,789
4571,T.P. Sakura: Time Paladin Sakura,5.81,Action,OVA,2,2011,Visual novel,9631,8317,4539
4572,Miyanishi Tatsuya Gekijou: Omae Umasou da na,6.23,Adventure,TV,20,2010,Picture book,7730,11185,1663
4573,Mitsudomoe: Oppai Ippai Mama Genki,7.53,"Comedy, Slice of Life",Special,1,2011,Manga,1622,4757,18366
4574,Shin Mashin Eiyuuden Wataru Majinzan,6.23,"Action, Adventure, Comedy, Fantasy, Sci-Fi",OVA,2,1989,Unknown,7735,13540,763
4575,D-1 Devastator,6.02,Sci-Fi,OVA,2,1992,Unknown,8734,11911,1267
4576,Seupideuwang Beongae,5.99,Sports,TV,26,1998,Unknown,8904,13763,711
4577,A-jang.com,5.64,Fantasy,TV,13,2001,Unknown,10300,13525,766
4578,Rainbow Sentai Robin,5.85,"Action, Adventure, Sci-Fi",TV,48,1966,Manga,9504,13015,889
4579,Yume-iro Pâtissière SP Professional,7.58,"Gourmet, Slice of Life",TV,13,2010,Manga,1423,3258,40566
4580,Gunparade Orchestra OVA,5.7,UNKNOWN,OVA,3,2006,Game,10068,12880,925
4581,Sore Ike! Anpanman: Niji no Pyramid,6.03,Comedy,Movie,1,1997,Unknown,8710,15261,463
4582,Sore Ike! Anpanman: Ningyohime no Namida,5.99,Comedy,Movie,1,2000,Unknown,8912,15359,450
4583,Break Blade Movie 4: Sanka no Chi,7.83,"Action, Fantasy",Movie,1,2010,Manga,855,2712,57095
4584,Baka to Test to Shoukanjuu: Matsuri,7.57,Comedy,OVA,2,2011,Light novel,1471,1665,123453
4585,Coppelion,6.47,"Action, Sci-Fi",TV,13,2013,Manga,6516,1723,118272
4586,Cencoroll Connect,7.2,"Action, Sci-Fi",Movie,1,2019,Original,3011,3356,38472
4587,Katsugeki Shoujo Tanteidan,4.48,"Action, Comedy",OVA,1,1986,Original,12483,10117,2391
4588,Dororon Enma-kun Meeramera,6.47,"Action, Comedy, Supernatural, Ecchi",TV,12,2011,Manga,6519,4819,17782
4589,Soukyuu no Fafner: Dead Aggressor - Arcadian Memory,6.43,"Action, Drama, Sci-Fi",OVA,2,2005,Original,6716,9389,3103
4590,Inochi no Chikyuu: Dioxin no Natsu,6.48,Drama,Movie,1,2001,Book,6476,11923,1262
4591,Itoshi no Betty Mamonogatari,5.03,"Fantasy, Romance",Movie,1,1986,Manga,11916,13420,791
4592,Dokushin Apartment Dokudami-sou,5.13,"Comedy, Slice of Life, Ecchi",OVA,3,1989,Manga,11710,10665,2011
4593,Greek Roman Sinhwa: Olympus Guardian (Movie),5.55,"Adventure, Fantasy",Movie,1,2005,Other,10604,14698,530
4594,Prism Magical: Prism Generations!,5.03,"Comedy, Ecchi",OVA,1,2010,Visual novel,11906,9347,3137
