anime_id,Name,Score,Genres,Type,Episodes,Aired,Source,Rank,Popularity,Members
3561,Kousoku Denjin Albegus,6.72,Action,TV,45,1983,Unknown,5229,10812,1916
3562,Tistou Midori no Oyayubi,6.39,UNKNOWN,Movie,1,1990,Original,6949,13105,866
3563,Jean Valjean Monogatari,6.07,Drama,Special,1,1979,Unknown,8542,12487,1044
3564,B.B. Fish,4.44,"Drama, Romance",OVA,1,1994,Manga,12501,9886,2589
3565,Mujigen Hunter Fandora,5.76,"Adventure, Fantasy, Sci-Fi",OVA,3,1985,Unknown,9842,9695,2765
3566,Chinpui,6.51,Comedy,TV,56,1989,Manga,6300,11427,1505
3567,Seitokai no Ichizon,7.31,Comedy,TV,12,2009,Light novel,2499,1159,190954
3568,Kanamemo,6.85,"Comedy, Girls Love, Slice of Life, Ecchi",TV,13,2009,4-koma manga,4643,3350,38579
3569,Tsuru ni Notte: Tomoko no Bouken,6.22,Drama,Movie,1,1993,Unknown,7772,13038,883
3570,Deimos no Hanayome: Ran no Kumikyoku,5.64,"Drama, Fantasy, Horror, Mystery, Supernatural",OVA,1,1988,Manga,10308,7647,5568
3571,Xanadu Dragonslayer Densetsu,5.18,"Adventure, Comedy, Fantasy",OVA,1,1988,Game,11623,11374,1542
3572,Utsunomiko,5.77,"Adventure, Fantasy",Movie,1,1989,Light novel,9804,12598,1014
3573,Tenjouhen: Utsunomiko,6.02,"Adventure, Fantasy",Movie,1,1990,Light novel,8717,12883,923
3574,Utsunomiko: Heaven Chapter,6.05,"Adventure, Fantasy",OVA,13,1990,Light novel,8598,12305,1111
3575,Neko Hiki no Oruorane,6.21,Fantasy,OVA,1,1992,Unknown,7833,10563,2073
3576,Antique Heart,5.42,Mystery,OVA,1,1988,Original,11027,11228,1631
3577,Hoshi Neko Fullhouse,6.14,"Comedy, Romance, Sci-Fi",OVA,4,1989,Original,8167,11731,1360
3578,Kigyou Senshi Yamazaki: Long Distance Call,5.71,"Drama, Sci-Fi",OVA,1,1997,Manga,10023,11945,1254
3579,Hi no Ame ga Furu,7.1,Drama,Movie,1,1988,Book,3544,11075,1727
3580,Hayou no Tsurugi: Shikkoku no Mashou,5.66,"Fantasy, Supernatural",OVA,2,1992,Light novel,10228,13951,664
3581,Ai to Ken no Camelot: Mangaka Marina Time Slip Jiken,5.31,"Adventure, Comedy, Fantasy",OVA,1,1990,Unknown,11316,12918,912
3582,Shiroi Kiba White Fang Monogatari,6.33,"Adventure, Drama",Special,1,1982,Novel,7235,12260,1127
3583,Greed,4.68,"Adventure, Fantasy",OVA,1,1985,Original,12334,12114,1188
3584,Animation Kikou: Marco Polo no Bouken,6.02,Adventure,TV,43,1979,Original,8727,12734,969
3585,Hashire! Shiroi Ookami,6.09,"Award Winning, Drama",Movie,1,1990,Novel,8404,11767,1341
3586,Onegai♪My Melody Kirara★,6.54,"Comedy, Fantasy",TV,52,2008,Unknown,6144,10120,2385
3587,Seiken no Blacksmith,6.66,"Action, Adventure, Fantasy",TV,12,2009,Light novel,5549,1224,180575
3588,Cross Game,8.38,"Drama, Romance, Sports",TV,50,2009,Manga,190,1692,121011
3589,The Aurora: Umi no Aurora,5.2,"Adventure, Sci-Fi",Movie,1,2000,Unknown,11578,14550,556
3590,Element Hunters,6.58,Sci-Fi,TV,39,2009,Original,5949,5374,13345
3591,Mahou no Princess Minky Momo: Yume wo Dakishimete,7.26,UNKNOWN,TV,62,1991,Original,2730,9126,3362
3592,Toaru Majutsu no Index-tan,6.91,Comedy,Special,2,2009,Light novel,4353,2831,52662
3593,High School! Kimengumi (Movie),6.05,"Comedy, Romance",Movie,1,1986,Manga,8618,12938,908
3594,Nyoro-n Churuya-san,6.49,Comedy,ONA,13,2009,4-koma manga,6425,3828,29720
3595,Sora no Otoshimono,7.26,"Comedy, Fantasy, Romance, Sci-Fi, Ecchi",TV,13,2009,Manga,2750,444,466179
3596,Metal Fight Beyblade,6.87,"Adventure, Comedy, Sports",TV,51,2009,Manga,4533,2101,88276
3597,Kinnikuman II Sei: Ultimate Muscle,6.93,"Action, Comedy, Sci-Fi, Sports",TV,13,2004,Manga,4269,6814,7464
3598,Kinnikuman II Sei: Ultimate Muscle 2,6.97,"Action, Comedy, Sci-Fi, Sports",TV,13,2006,Manga,4087,7168,6549
3599,Fight Ippatsu! Juuden-chan!!,6.62,"Comedy, Sci-Fi, Ecchi",TV,12,2009,Manga,5727,3556,34372
3600,Kannagi: Moshimo Kannagi ga Attara...,7.05,"Comedy, Supernatural",Special,1,2009,Manga,3756,3604,33200
3601,Higepiyo,7.05,Comedy,TV,39,2009,Original,3754,7445,5963
3602,Ristorante Paradiso,7.31,"Drama, Gourmet, Romance",TV,11,2009,Manga,2495,3058,45304
3603,Tengai Makyou: Ziria Oboro-hen,5.92,"Adventure, Fantasy",OVA,2,1990,Game,9195,14993,490
3604,Cosmic Fantasy: Ginga Mehyou no Wana,5.29,"Action, Comedy, Fantasy, Romance, Sci-Fi",OVA,1,1994,Game,11385,12291,1117
3605,Tsuyoshi Shikkari Shinasai,7.06,"Comedy, Drama, Romance, Slice of Life",TV,112,1992,Manga,3712,9793,2658
3606,Tennis no Ouji-sama: Oshougatsu Special,6.79,Sports,Special,1,2003,Manga,4883,7050,6824
3607,Sabu to Ichi Torimono Hikae,6.69,"Action, Adventure, Drama, Slice of Life",TV,52,1968,Manga,5396,10178,2342
3608,Hottarake no Shima: Haruka to Mahou no Kagami,7.32,Fantasy,Movie,1,2009,Original,2424,6201,9418
3609,Haruwo,4.44,Action,OVA,1,2005,Original,12503,12082,1199
3610,Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,7.87,"Adventure, Fantasy, Romance",OVA,1,2009,Light novel,778,1334,163789
3611,Jewelpet,6.8,Fantasy,TV,52,2009,Original,4847,5615,11957
3612,Kinpatsu no Jeanie,5.93,Drama,TV,13,1979,Music,9153,12186,1156
3613,Kyoushoku Soukou Guyver (1989),7.09,"Action, Horror, Sci-Fi",OVA,6,1989,Manga,3571,5335,13556
3614,Nogizaka Haruka no Himitsu: Purezza,7.18,"Comedy, Romance, Ecchi",TV,12,2009,Light novel,3133,2408,70374
3615,Chi's Sweet Home: Atarashii Ouchi,7.71,"Comedy, Slice of Life",TV,104,2009,Manga,1105,3851,29328
3616,Dr. Slump Movie 04: Arale-chan Hoyoyo! Nanaba Shiro no Hihou,6.25,"Comedy, Sci-Fi",Movie,1,1984,Manga,7649,11247,1624
3617,Needless,7.23,"Action, Comedy, Sci-Fi, Ecchi",TV,24,2009,Manga,2898,1504,139717
3618,Osu!! Karate-bu,6.61,UNKNOWN,OVA,4,1990,Manga,5767,10495,2120
3619,Aquarion Movie: Ippatsu Gyakuten-hen,6.7,"Drama, Fantasy",Movie,1,2007,Unknown,5341,7189,6499
3620,Dragon Ball Kai,7.73,"Action, Adventure, Comedy, Fantasy",TV,97,2009,Manga,1067,581,371535
3621,Transformers Zone,5.67,Sci-Fi,OVA,1,1990,Other,10207,10639,2027
3622,Kimi ni Todoke,8,"Drama, Romance",TV,25,2009,Manga,596,170,891249
3623,Tales of Vesperia: The First Strike,7.57,"Action, Adventure, Fantasy",Movie,1,2009,Game,1465,2952,48360
3624,Mahou Sensei Negima!: Mou Hitotsu no Sekai,7.56,"Action, Adventure, Supernatural, Ecchi",OVA,4,2009,Manga,1512,4196,24341
3625,F,6.69,UNKNOWN,TV,31,1988,Manga,5371,8998,3517
3626,Sasuke,7.32,Action,TV,29,1968,Manga,2440,10876,1876
3627,1-gatsu ni wa Christmas,5.3,"Drama, Romance",OVA,1,1991,Manga,11341,11291,1593
3628,Maryuu Senki,5.13,"Fantasy, Horror",OVA,3,1987,Original,11719,8979,3547
3629,Duel Masters Movie 2: Lunatic God Saga,5.73,"Action, Adventure, Comedy",Movie,1,2009,Original,9950,12274,1121
3630,Higurashi no Naku Koro ni Kai Specials,7.16,Comedy,Special,24,2007,Visual novel,3238,2956,48299
3631,Lemon Angel YJ-ban,5.57,Romance,OVA,2,1990,Manga,10560,13274,821
3632,Moeru! Oniisan,7.2,"Action, Adventure, Comedy",TV,24,1988,Manga,3034,11266,1609
3633,Sensei no Ojikan: Dokidoki School Hours OVA,6.51,Comedy,OVA,7,2004,4-koma manga,6345,10177,2342
3635,Juuippiki no Neko,5.72,Fantasy,Movie,1,1980,Picture book,10006,12867,928
3636,Juuippiki no Neko to Ahoudori,5.84,"Adventure, Fantasy",Movie,1,1986,Picture book,9546,14510,560
3637,21 Emon Uchuu e Irasshai!,5.83,"Comedy, Sci-Fi",Movie,1,1981,Unknown,9583,13832,692
3638,21 Emon Uchuu ike! Hadashi no Princess,6.35,"Comedy, Sci-Fi",Movie,1,1992,Unknown,7122,13653,735
3639,Ai no Wakakusa Yama Monogatari,5.75,Comedy,TV,12,1999,Manga,9873,11830,1308
3640,"""Eiji""",5.54,"Comedy, Drama, Sports",Movie,1,1990,Manga,10636,9576,2897
3641,Akubi Girl,5.67,"Comedy, Fantasy",TV,26,2006,Unknown,10163,12762,961
3642,Al Caral no Isan,5.38,Sci-Fi,OVA,1,1993,Manga,11147,11754,1348
3643,Jetter Mars,6.26,"Action, Drama, Sci-Fi",TV,27,1977,Original,7587,11637,1402
3644,Hon Ran,4.94,Action,OVA,1,1993,Unknown,12042,10686,1991
3645,Shiritsutantei: Toki Shouzou Trouble Note - Hard & Loose,5.41,"Action, Mystery",OVA,1,1992,Manga,11049,13943,665
3646,Anmitsu Hime,7.33,Comedy,TV,51,1986,Manga,2384,11553,1450
3647,Azuki-chan the Movie,6.1,"Comedy, Romance, Slice of Life",Movie,1,1995,Manga,8370,12410,1070
3648,Bad Boys,6.34,"Action, Comedy",OVA,5,1993,Manga,7181,9585,2888
3649,Sora no Manimani,7.06,"Comedy, Romance",TV,12,2009,Manga,3710,3176,42523
3650,Aruhi no Clamp Gakuen Tanteidan,5.96,Comedy,Special,13,2005,Manga,9008,11805,1321
3651,Shin Koihime†Musou,6.79,"Comedy, Fantasy, Ecchi",TV,12,2009,Visual novel,4876,3722,31391
3652,Rainbow: Nisha Rokubou no Shichinin,8.48,"Drama, Suspense",TV,26,2010,Manga,136,567,380688
3653,Lupin III vs. Detective Conan,7.77,"Action, Adventure, Comedy, Mystery",Special,1,2009,Unknown,984,3561,34309
3654,Mainichi Kaasan,7.15,"Comedy, Slice of Life",TV,142,2009,Manga,3278,9378,3109
3655,Gokujou!! Mecha Mote Iinchou,6.33,"Comedy, Romance",TV,51,2009,Manga,7207,6601,8072
3656,Cookin' Idol Ai! Mai! Main!,6.24,"Comedy, Gourmet",TV,305,2009,Original,7670,10297,2257
3657,Toshishun,5.49,"Adventure, Drama, Fantasy, Supernatural",Special,1,1981,Book,10820,15653,425
3658,Toradora!: SOS! Kuishinbou Banbanzai,6.4,"Comedy, Gourmet",Special,4,2009,Light novel,6876,1856,106563
3659,Umi Monogatari: Anata ga Ite Kureta Koto,6.6,"Drama, Fantasy, Romance",TV,12,2009,Game,5849,3927,28069
3660,Marie & Gali,6.31,Comedy,TV,40,2009,Original,7320,8370,4441
3661,Charady no Joke na Mainichi,5.16,Comedy,TV,365,2009,Original,11656,9892,2583
3662,Yurumates,6.35,"Comedy, Slice of Life",OVA,1,2009,4-koma manga,7121,7155,6577
3663,Final Fantasy VII: On the Way to a Smile - Episode: Denzel,7.09,"Action, Fantasy",OVA,1,2009,Novel,3605,4097,25698
3664,Final Fantasy VII: Advent Children - Venice Film Festival Footage,7.51,"Action, Drama, Fantasy, Sci-Fi",Movie,1,2005,Game,1694,5601,12035
3665,Saint Seiya Recap,7.13,"Adventure, Fantasy, Sci-Fi",Special,1,2003,Manga,3424,7129,6647
3666,Xi Yangyang Yu Hui Tailang: Niu Qi Chong Tian,5.67,"Adventure, Comedy",Movie,1,2009,Unknown,10207,14330,591
3667,Tailenders,6.71,"Action, Adventure, Sci-Fi",Movie,1,2009,Original,5257,4637,19403
3668,Kuroshitsuji Recap,7.19,"Action, Comedy, Mystery, Supernatural",Special,1,2009,Manga,3097,3337,38866
3669,Aoi Hana,7.1,"Drama, Girls Love, Romance",TV,11,2009,Manga,3528,1973,97312
3670,White Album 2nd Season,6.77,"Drama, Romance",TV,13,2009,Visual novel,4970,2917,49936
3671,Asobi ni Iku yo!,6.58,"Comedy, Romance, Sci-Fi, Ecchi",TV,12,2010,Light novel,5941,1131,196533
3672,Tenjoubito to Akutobito Saigo no Tatakai,7.09,"Action, Fantasy, Supernatural",Movie,1,2009,Original,3588,6614,8045
3673,Saint Seiya: The Lost Canvas - Meiou Shinwa,7.97,"Action, Adventure, Supernatural",OVA,13,2009,Manga,628,1877,104647
3674,Layton Kyouju to Eien no Utahime,7.63,"Adventure, Mystery",Movie,1,2009,Game,1295,3916,28217
3675,Pokemon Movie 12: Arceus Choukoku no Jikuu e,7.02,"Action, Adventure, Comedy, Drama, Fantasy",Movie,1,2009,Game,3915,2140,85268
3676,Highway Jenny,5.1,Fantasy,OVA,1,2006,Original,11779,11578,1436
3677,Maihime,6.6,"Drama, Romance",OVA,1,2006,Unknown,5834,10585,2058
3678,You Shoumei Bijutsukan Line,5.18,Fantasy,OVA,1,2006,Original,11625,12711,976
3679,Makaryuudo Demon Hunter,5.52,Supernatural,OVA,1,1989,Manga,10714,9350,3133
3680,Nodame Cantabile OVA,7.43,"Comedy, Romance, Slice of Life",OVA,1,2009,Manga,1969,3947,27706
3681,Baton,5.52,"Adventure, Sci-Fi",Movie,3,2009,Unknown,10703,9829,2624
3682,Princess Lover!,6.69,"Comedy, Ecchi",TV,12,2009,Visual novel,5393,1013,221446
3683,Daisetsusan no Yuusha Kibaou,6.61,"Adventure, Drama",Special,1,1978,Novel,5795,12442,1059
3684,Sasameki Koto,7.06,"Comedy, Girls Love, Romance",TV,13,2009,Manga,3705,2366,72317
3685,Kämpfer,6.37,"Action, Comedy, Girls Love, Romance, Ecchi",TV,12,2009,Light novel,7005,807,280939
3686,Macross 7 Plus,6.79,Slice of Life,Special,11,1995,Original,4867,7014,6911
3687,Tokyo Magnitude 8.0,8.01,"Award Winning, Drama",TV,11,2009,Original,575,767,289586
3688,Toaru Kagaku no Railgun,7.67,"Action, Fantasy, Sci-Fi",TV,24,2009,Manga,1195,337,589631
3689,Crayon Shin-chan Movie 03: Unkokusai no Yabou,6.92,"Comedy, Sci-Fi",Movie,1,1995,Manga,4307,7929,5122
3690,Nijiiro Hotaru: Eien no Natsuyasumi,6.96,"Fantasy, Romance, Slice of Life",Movie,1,2012,Novel,4146,6792,7550
3691,Utawarerumono Recaps,6.34,"Action, Drama, Fantasy",Special,2,2006,Unknown,7175,8506,4245
3692,Lovedol: Lovely Idol OVA,5.96,"Comedy, Drama, Ecchi",OVA,1,2007,Unknown,9030,10621,2034
3693,Konpeki no Kantai,6.5,"Action, Drama",OVA,32,1993,Novel,6324,9584,2890
3694,Kyokujitsu no Kantai,6.21,"Action, Drama",OVA,15,1997,Novel,7824,11523,1460
3695,Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata,7.41,Mystery,OVA,1,2009,Unknown,2030,5581,12123
3696,True Tears: Mini Chara 4-koma Gekijou,6.29,Comedy,Special,7,2008,Original,7431,5871,10707
3697,Spirit of Wonder: China-san Tanpenshuu,6.55,"Comedy, Sci-Fi",Special,3,2001,Manga,6076,10213,2315
3698,Black Jack: Sora kara Kita Kodomo,6.68,Drama,OVA,1,2000,Manga,5429,9064,3446
3699,Sketchbook: Full Color's Picture Drama,6.39,"Comedy, Slice of Life",Special,6,2008,4-koma manga,6947,9929,2542
3700,Koguma no Misha,6.05,"Adventure, Comedy, Drama",TV,26,1979,Original,8625,14284,600
3701,Manga Sekai Mukashibanashi,6.99,"Adventure, Drama, Fantasy",TV,127,1976,Unknown,4042,10923,1838
3702,Joseito,5.32,"Drama, Slice of Life",OVA,1,2006,Unknown,11316,10931,1834
3703,Eko Eko Azarak,5.68,"Fantasy, Horror",OVA,1,2007,Unknown,10157,13536,764
3704,Sekishoku Elegy,5.74,Romance,OVA,1,2007,Unknown,9917,11965,1245
3705,Neko Machi,6.04,"Fantasy, Horror",OVA,1,2006,Unknown,8646,11536,1457
3706,Gendai Kibunroku Kaii Monogatari,5.98,Horror,OVA,1,2006,Unknown,8947,11816,1314
3707,Zakuro Yashiki,5.73,UNKNOWN,OVA,1,2006,Unknown,9982,12323,1102
3708,Pokemon Fushigi no Dungeon: Sora no Tankentai - Toki to Yami wo Meguru Saigo no Bouken,6.65,"Adventure, Fantasy",Special,1,2009,Game,5609,5962,10328
3709,Umezu Kazuo no Noroi,6.17,Horror,OVA,1,1990,Manga,8007,6796,7545
3710,Manga Nippon Mukashibanashi (1976),6.12,Fantasy,TV,1471,1976,Unknown,8276,11423,1511
3711,Cat Shit One,6.91,"Action, Fantasy",ONA,1,2010,Manga,4369,3841,29532
3712,Asylum Session,4.85,Sci-Fi,Movie,1,2009,Original,12138,8508,4237
3713,Akikan!: Kan Ippatsu!? Onsen Panic,6.21,"Comedy, Ecchi",OVA,1,2009,Light novel,7798,4149,25035
3714,Kidou Senshi Gundam 00 Movie: A Wakening of the Trailblazer,7.3,"Action, Sci-Fi",Movie,1,2010,Original,2506,2629,60586
3715,Full Metal Panic! The Second Raid Episode 00,7.38,"Action, Adventure",Special,1,2005,Light novel,2145,3340,38679
3716,Koukou Butouden Crows,6.76,Action,OVA,2,1994,Manga,5017,8233,4669
3717,Kamen Rider Den-O: Imagin Anime 2,6.42,"Action, Adventure, Comedy",OVA,12,2008,Other,6771,12735,970
3718,Maria-sama ga Miteru 4th Specials,7.13,"Comedy, Girls Love",Special,11,2009,Light novel,3412,7579,5684
3719,Perman,6.56,"Adventure, Comedy",TV,54,1967,Manga,6047,8781,3810
3720,Life no Color,5.47,UNKNOWN,Movie,1,2003,Unknown,10860,9782,2664
3721,Kinnikuman II Sei: Second Generations,6.42,"Comedy, Sports",Movie,1,2001,Unknown,6771,11902,1275
3722,Sarutobi Ecchan,6.21,Comedy,TV,26,1971,Unknown,7841,12502,1042
3723,Taiho Shichau zo: Full Throttle - Watashitachi no Iru Basho,6.93,"Action, Adventure, Comedy",Special,1,2008,Manga,4287,9134,3355
3724,Kigurumikku V3,5.08,"Comedy, Ecchi",ONA,3,2009,Unknown,11808,10318,2241
3725,Omamori Himari,6.84,"Action, Comedy, Romance, Supernatural, Ecchi",TV,12,2010,Manga,4673,945,236328
3726,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,7.33,"Action, Adventure, Fantasy",Movie,1,2009,Manga,2366,1121,199162
3727,Miracle Train: Chuo-sen e Youkoso,5.85,Fantasy,Special,1,2009,Mixed media,9495,8637,4021
3728,Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako!,6.58,"Comedy, Fantasy",Special,8,2006,Unknown,5926,5378,13296
3729,Ten Little Gall Force,6.05,"Action, Comedy, Sci-Fi",OVA,1,1988,Original,8592,10921,1837
3730,Kidou Senshi Gundam Unicorn,8.1,"Action, Drama, Sci-Fi",OVA,7,2010,Novel,461,1993,95388
3731,"Shikabane Hime: Kuro – Soredemo, Hito to Shite",6.94,"Action, Horror, Supernatural",Special,1,2009,Manga,4220,5084,15252
3732,Cherry no Manma,4.67,Romance,OVA,1,1989,Manga,12338,10381,2200
3733,Baka to Test to Shoukanjuu,7.52,"Comedy, Romance",TV,13,2010,Light novel,1645,314,620729
3734,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",7.78,"Drama, Romance",Special,1,2009,Visual novel,959,868,258088
3735,Marie & Gali Episode Zero,5.66,Comedy,Special,1,2008,Original,10239,11613,1418
3736,ef: A Tale of Memories. - Prologue,7.05,Drama,Special,1,2007,Visual novel,3750,3772,30579
3737,Karuizawa Syndrome,5.51,"Comedy, Drama, Romance, Slice of Life",OVA,1,1986,Manga,10747,12427,1067
3738,Legend of Regios,6.38,UNKNOWN,Special,3,2009,Light novel,6990,5958,10347
3739,Higashi no Eden Movie I: The King of Eden,7.55,"Mystery, Romance, Sci-Fi, Suspense",Movie,1,2009,Original,1549,1315,166623
3740,Kagaku Ninja-tai Gatchaman II,6.41,"Action, Adventure, Sci-Fi",TV,52,1978,Unknown,6825,10146,2361
3741,Kagaku Ninja-tai Gatchaman F,6.42,"Action, Adventure, Sci-Fi",TV,48,1979,Unknown,6768,10221,2309
3742,Zan Sayonara Zetsubou Sensei,7.87,Comedy,TV,13,2009,Manga,785,1880,104603
3743,Kyou no 5 no 2 (TV): Takarabako,7.03,"Comedy, Ecchi",OVA,1,2009,Manga,3830,6423,8597
3744,Tetsuwan Birdy Decode: The Cipher,7.25,"Action, Comedy, Sci-Fi",OVA,1,2009,Manga,2760,4408,21658
3745,Strike Witches 2,7.29,"Action, Sci-Fi, Ecchi",TV,12,2010,Original,2588,2174,82170
3746,Chargeman Ken!,4.56,"Action, Adventure, Sci-Fi",TV,65,1974,Original,12439,8625,4051
3747,Ippon Bouchou Mantarou,6.01,Gourmet,OVA,2,1991,Manga,8811,13895,675
3748,Pokemon: Yadoking no Ichinichi,6.13,Fantasy,Special,1,2000,Game,8208,5445,12943
3749,R20: Ginga Kuukou,5.52,Sci-Fi,Special,1,1991,Original,10724,11356,1550
3750,Issho ni Training: Training with Hinako,4.72,"Sports, Ecchi",OVA,1,2009,Original,12300,4443,21289
3751,Tentou Mushi no Uta,6.19,"Drama, Slice of Life",TV,104,1974,Manga,7934,13060,877
3752,ef: A Tale of Melodies. - Prologue,7.23,UNKNOWN,Special,1,2008,Visual novel,2872,4681,19016
3753,"""Bungaku Shoujo"" Movie",7.34,"Drama, Mystery, Romance",Movie,1,2010,Light novel,2309,2487,66780
3754,Yuki Terai,5.59,UNKNOWN,OVA,6,2000,Original,10492,13480,778
3755,Go! Go! Ackman,6.14,"Action, Comedy, Supernatural",OVA,1,1994,Manga,8163,10173,2343
3756,Cinderella Express,5.23,"Comedy, Romance, Ecchi",OVA,1,1989,Manga,11532,11705,1374
3757,Fullmetal Alchemist: Brotherhood Specials,8,"Drama, Fantasy",Special,4,2009,Manga,588,1402,154148
3758,Weiß Survive,6.03,"Comedy, Ecchi",TV,16,2009,Card game,8714,4483,20867
3759,Psychoarmor Govarian,6.37,"Action, Sci-Fi",TV,26,1983,Original,7022,11761,1344
3760,Sora wo Kakeru Shoujo Picture Drama,6.21,"Adventure, Comedy, Sci-Fi",Special,9,2009,Unknown,7844,10194,2330
3761,Detective Conan OVA 09: The Stranger in 10 Years...,7.91,"Adventure, Comedy, Mystery",OVA,1,2009,Manga,710,4519,20546
3762,AIKa Zero,5.86,"Action, Adventure, Comedy, Ecchi",OVA,3,2009,Original,9450,4617,19608
3763,Tegamibachi,7.61,"Adventure, Fantasy",TV,25,2009,Manga,1348,1720,118679
3764,Break-Age,5.75,Sci-Fi,OVA,1,1999,Manga,9879,13516,770
3765,Yuusei Shounen Papii,5.32,"Action, Sci-Fi",TV,52,1965,Original,11303,12887,922
3766,Akuu Daisakusen Srungle,6.22,"Action, Sci-Fi",TV,53,1983,Original,7778,11274,1601
3767,Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,7.33,"Action, Adventure, Comedy",Movie,1,1997,Manga,2394,7051,6818
3768,Amefuri Kozou,6.18,"Fantasy, Supernatural",OVA,1,1983,Manga,7966,10859,1889
3769,Hoshi wo Katta Hi,6.9,Sci-Fi,Movie,1,2006,Original,4385,6749,7669
3770,Detective Conan Movie 14: The Lost Ship in the Sky,8.11,"Action, Mystery",Movie,1,2010,Manga,451,2775,54479
3771,Tensai Bakabon,6.38,"Comedy, Slice of Life",TV,40,1971,Unknown,6955,12011,1228
3772,Gakkou no Kowai Uwasa: Hanako-san ga Kita!!,6.62,Horror,TV,35,1994,Unknown,5732,10641,2023
3773,Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron,6.73,"Girls Love, Romance",Special,1,2009,Original,5187,4252,23615
3774,Chokin Senshi Cashman,5.6,"Action, Comedy",OVA,1,1997,Manga,10440,10950,1821
3775,Zero no Tsukaima: Princesses no Rondo Picture Drama,6.91,"Action, Adventure, Comedy, Drama, Fantasy, Romance, Ecchi",Special,7,2008,Light novel,4359,2943,48662
3776,Scandal,5.19,Slice of Life,ONA,12,2009,Music,11608,10844,1898
3777,Minky Momo in Tabidachi no Eki,6.3,"Drama, Fantasy",OVA,1,1994,Unknown,7402,11005,1780
3778,Cutey Honey Flash: The Movie,6.02,"Adventure, Comedy, Romance",Movie,1,1997,Unknown,8734,8704,3928
3779,Seikon no Qwaser,6.35,"Action, Supernatural, Ecchi",TV,24,2010,Manga,7149,686,320249
3780,There She Is!!,7.8,"Comedy, Romance",ONA,5,2003,Original,929,4192,24392
3781,Kiteretsu Daihyakka,6.82,"Comedy, Drama, Slice of Life",TV,331,1988,Manga,4737,7609,5625
3782,Chou Seimeitai Transformers Beast Wars Neo,6.39,"Action, Adventure, Sci-Fi",TV,35,1999,Other,6914,9818,2636
3783,Nyan Koi!,7.13,"Comedy, Romance",TV,12,2009,Manga,3414,863,259457
3784,Ravex in Tezuka World,5.52,UNKNOWN,OVA,1,2009,Unknown,10725,11643,1401
3785,Eiga de Toujou! Tamagotchi Dokidoki! Uchuu no Maigotchi!?,6.24,UNKNOWN,Movie,1,2007,Other,7671,13555,760
3786,Anime TV de Hakken! Tamagotchi,6.15,"Comedy, Fantasy, Slice of Life",TV,27,1997,Other,8091,13682,725
3787,Porong Porong Pororo,5.78,UNKNOWN,TV,52,2003,Original,9778,12942,907
3788,Peeping Life,5.12,"Comedy, Slice of Life",TV,10,2009,Original,11753,9403,3081
3789,Fresh Precure! Movie: Omocha no Kuni wa Himitsu ga Ippai!?,6.67,"Action, Comedy, Fantasy",Movie,1,2009,Original,5495,8174,4774
3790,Angel Beats!,8.06,"Drama, Supernatural",TV,13,2010,Original,507,28,2010342
3791,Kawa no Hikari,6.84,Adventure,Special,1,2009,Unknown,4666,11251,1622
3792,Pokemon: Pikachu no Kirakira Daisousaku!,6.26,"Adventure, Comedy, Fantasy",Special,1,2009,Game,7599,7044,6839
3793,Fortune Quest: Yo ni mo Shiawase na Boukensha-tachi,6.19,"Adventure, Comedy, Fantasy",OVA,4,1993,Light novel,7953,11821,1312
3794,Popee the Performer,7.24,"Avant Garde, Comedy",TV,39,2000,Original,2818,6004,10147
3795,It's a Rumic World: 50th Anniversary Weekly★Shonen Sunday,6.87,"Comedy, Sci-Fi",Special,1,2008,Manga,4522,8496,4259
3796,Urusei Yatsura: The Shougaibutsu Suieitaikai,7.02,"Action, Comedy, Romance, Sci-Fi",Special,1,2008,Manga,3921,7623,5608
3797,Bokura no Saibanin Monogatari,5.24,UNKNOWN,ONA,1,2009,Unknown,11493,15049,485
3798,Koume-chan ga Iku!,5.66,"Comedy, Romance, Slice of Life",TV,12,1999,Manga,10232,11622,1411
3799,Shakugan no Shana S,7.34,"Action, Drama, Fantasy, Romance",OVA,4,2009,Light novel,2349,2165,83043
3800,Darker than Black: Ryuusei no Gemini,7.43,"Action, Mystery, Sci-Fi",TV,12,2009,Original,1951,529,403086
3801,Hanamaru Youchien,7.27,"Comedy, Slice of Life",TV,12,2010,Manga,2697,2070,90421
3802,"Machine Robo: Leina, The Legend of Wolf Blade",5.95,"Action, Fantasy",OVA,3,1988,Original,9048,12888,921
3803,Chikyuu Bouei Kazoku Special,6.24,"Action, Drama",Special,1,2002,Original,7668,14293,596
3804,Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!,7.15,Action,Special,1,2010,Game,3291,5499,12656
3805,Tentai Senshi Sunred 2nd Season,7.82,Comedy,TV,26,2009,Manga,871,6679,7865
3806,Super Bikkuriman,6.4,"Adventure, Comedy, Fantasy, Sci-Fi",TV,44,1992,Unknown,6871,14087,631
